sent0	sent1	hard_neg
who was <e>'s first wife?	ns:people.person.spouse_s ?y .?y ns:people.marriage.spouse ?x .	ns:base.americancomedy.impersonated_celebrity.impersonated_by ?y .?y ns:people.person.parents ?x .
who was <e>'s first wife?	ns:people.person.spouse_s ?y .?y ns:people.marriage.spouse ?x .	ns:base.americancomedy.impersonated_celebrity.impersonated_by ?y .?y ns:base.americancomedy.celebrity_impressionist.celebrities_impersonated ?x .
who was <e>'s first wife?	ns:people.person.spouse_s ?y .?y ns:people.marriage.spouse ?x .	ns:base.americancomedy.impersonated_celebrity.impersonated_by ?y .?y ns:people.person.children ?x .
who was <e>'s first wife?	ns:people.person.spouse_s ?y .?y ns:people.marriage.spouse ?x .	ns:base.americancomedy.impersonated_celebrity.impersonated_by ?y .?y ns:people.person.places_lived ?x .
who was <e>'s first wife?	ns:people.person.spouse_s ?y .?y ns:people.marriage.spouse ?x .	ns:people.person.children ?y .?y ns:people.person.spouse_s ?x .
who was <e>'s first wife?	ns:people.person.spouse_s ?y .?y ns:people.marriage.spouse ?x .	ns:people.person.children ?y .?y ns:people.person.sibling_s ?x .
who was <e>'s first wife?	ns:people.person.spouse_s ?y .?y ns:people.marriage.spouse ?x .	ns:people.person.children ?y .?y ns:people.person.parents ?x .
who was <e>'s first wife?	ns:people.person.spouse_s ?y .?y ns:people.marriage.spouse ?x .	ns:people.person.children ?y .?y ns:people.person.children ?x .
who was <e>'s first wife?	ns:people.person.spouse_s ?y .?y ns:people.marriage.spouse ?x .	ns:people.person.children ?y .?y ns:people.person.places_lived ?x .
who was <e>'s first wife?	ns:people.person.spouse_s ?y .?y ns:people.marriage.spouse ?x .	ns:people.person.places_lived ?y .?y ns:people.place_lived.person ?x .
who was <e>'s first wife?	ns:people.person.spouse_s ?y .?y ns:people.marriage.spouse ?x .	ns:people.person.places_lived ?y .?y ns:people.place_lived.location ?x .
who was <e>'s first wife?	ns:people.person.spouse_s ?y .?y ns:people.marriage.spouse ?x .	ns:people.person.places_lived ?y .?y ns:type.object.type ?x .
what is <e>'s mom's name?	ns:people.person.parents ?x .	ns:people.person.date_of_birth ?x .
what is <e>'s mom's name?	ns:people.person.parents ?x .	ns:people.person.place_of_birth ?x .
what is <e>'s mom's name?	ns:people.person.parents ?x .	ns:people.person.nationality ?x .
what is <e>'s mom's name?	ns:people.person.parents ?x .	ns:people.person.gender ?x .
what is <e>'s mom's name?	ns:people.person.parents ?x .	ns:music.composer.compositions ?x .
who does <e> play for 2012?	ns:base.schemastaging.athlete_extra.salary ?y .?y ns:base.schemastaging.athlete_salary.team ?x .	ns:sports.pro_athlete.teams ?y .?y ns:sports.sports_team_roster.team ?x .
who does <e> play for 2012?	ns:base.schemastaging.athlete_extra.salary ?y .?y ns:base.schemastaging.athlete_salary.team ?x .	ns:sports.pro_athlete.teams ?y .?y ns:sports.sports_team_roster.from ?x .
who does <e> play for 2012?	ns:base.schemastaging.athlete_extra.salary ?y .?y ns:base.schemastaging.athlete_salary.team ?x .	ns:sports.pro_athlete.teams ?y .?y ns:sports.sports_team_roster.player ?x .
who does <e> play for 2012?	ns:base.schemastaging.athlete_extra.salary ?y .?y ns:base.schemastaging.athlete_salary.team ?x .	ns:sports.pro_athlete.teams ?y .?y ns:sports.sports_team_roster.to ?x .
who does <e> play for 2012?	ns:base.schemastaging.athlete_extra.salary ?y .?y ns:base.schemastaging.athlete_salary.team ?x .	ns:sports.pro_athlete.teams ?y .?y ns:sports.sports_team_roster.position ?x .
who does <e> play for 2012?	ns:base.schemastaging.athlete_extra.salary ?y .?y ns:base.schemastaging.athlete_salary.team ?x .	ns:basketball.basketball_player.player_statistics ?y .?y ns:basketball.basketball_player_stats.team ?x .
who does <e> play for 2012?	ns:base.schemastaging.athlete_extra.salary ?y .?y ns:base.schemastaging.athlete_salary.team ?x .	ns:basketball.basketball_player.player_statistics ?y .?y ns:basketball.basketball_player_stats.games ?x .
who does <e> play for 2012?	ns:base.schemastaging.athlete_extra.salary ?y .?y ns:base.schemastaging.athlete_salary.team ?x .	ns:basketball.basketball_player.player_statistics ?y .?y ns:basketball.basketball_player_stats.player ?x .
who does <e> play for 2012?	ns:base.schemastaging.athlete_extra.salary ?y .?y ns:base.schemastaging.athlete_salary.team ?x .	ns:basketball.basketball_player.player_statistics ?y .?y ns:basketball.basketball_player_stats.ftm ?x .
who does <e> play for 2012?	ns:base.schemastaging.athlete_extra.salary ?y .?y ns:base.schemastaging.athlete_salary.team ?x .	ns:basketball.basketball_player.player_statistics ?y .?y ns:basketball.basketball_player_stats.fta ?x .
who does <e> play for 2012?	ns:base.schemastaging.athlete_extra.salary ?y .?y ns:base.schemastaging.athlete_salary.team ?x .	ns:sports.pro_athlete.sports_played_professionally ?y .?y ns:sports.pro_sports_played.athlete ?x .
who does <e> play for 2012?	ns:base.schemastaging.athlete_extra.salary ?y .?y ns:base.schemastaging.athlete_salary.team ?x .	ns:sports.pro_athlete.sports_played_professionally ?y .?y ns:sports.pro_sports_played.sport ?x .
who does <e> play for 2012?	ns:base.schemastaging.athlete_extra.salary ?y .?y ns:base.schemastaging.athlete_salary.team ?x .	ns:sports.pro_athlete.sports_played_professionally ?y .?y ns:sports.pro_sports_played.career_start ?x .
who does <e> play for 2012?	ns:base.schemastaging.athlete_extra.salary ?y .?y ns:base.schemastaging.athlete_salary.team ?x .	ns:sports.pro_athlete.sports_played_professionally ?y .?y ns:type.object.type ?x .
who does <e> play for 2012?	ns:base.schemastaging.athlete_extra.salary ?y .?y ns:base.schemastaging.athlete_salary.team ?x .	ns:sports.pro_athlete.sports_played_professionally ?y .?y ns:freebase.valuenotation.has_no_value ?x .
who does <e> play for 2012?	ns:base.schemastaging.athlete_extra.salary ?y .?y ns:base.schemastaging.athlete_salary.team ?x .	ns:sports.drafted_athlete.drafted ?y .?y ns:sports.sports_league_draft_pick.school ?x .
who does <e> play for 2012?	ns:base.schemastaging.athlete_extra.salary ?y .?y ns:base.schemastaging.athlete_salary.team ?x .	ns:sports.drafted_athlete.drafted ?y .?y ns:sports.sports_league_draft_pick.team ?x .
who does <e> play for 2012?	ns:base.schemastaging.athlete_extra.salary ?y .?y ns:base.schemastaging.athlete_salary.team ?x .	ns:sports.drafted_athlete.drafted ?y .?y ns:sports.sports_league_draft_pick.draft ?x .
who does <e> play for 2012?	ns:base.schemastaging.athlete_extra.salary ?y .?y ns:base.schemastaging.athlete_salary.team ?x .	ns:sports.drafted_athlete.drafted ?y .?y ns:sports.sports_league_draft_pick.player ?x .
who does <e> play for 2012?	ns:base.schemastaging.athlete_extra.salary ?y .?y ns:base.schemastaging.athlete_salary.team ?x .	ns:sports.drafted_athlete.drafted ?y .?y ns:type.object.type ?x .
who does <e> play for 2012?	ns:base.schemastaging.athlete_extra.salary ?y .?y ns:base.schemastaging.athlete_salary.team ?x .	ns:sports.sports_award_winner.awards ?y .?y ns:sports.sports_award.team ?x .
who does <e> play for 2012?	ns:base.schemastaging.athlete_extra.salary ?y .?y ns:base.schemastaging.athlete_salary.team ?x .	ns:sports.sports_award_winner.awards ?y .?y ns:sports.sports_award.award_winner ?x .
who does <e> play for 2012?	ns:base.schemastaging.athlete_extra.salary ?y .?y ns:base.schemastaging.athlete_salary.team ?x .	ns:sports.sports_award_winner.awards ?y .?y ns:sports.sports_award.award ?x .
who does <e> play for 2012?	ns:base.schemastaging.athlete_extra.salary ?y .?y ns:base.schemastaging.athlete_salary.team ?x .	ns:sports.sports_award_winner.awards ?y .?y ns:sports.sports_award.season ?x .
who does <e> play for 2012?	ns:base.schemastaging.athlete_extra.salary ?y .?y ns:base.schemastaging.athlete_salary.team ?x .	ns:sports.sports_award_winner.awards ?y .?y ns:type.object.type ?x .
what sort of cancer did <e> die of	ns:people.deceased_person.cause_of_death ?x .	ns:people.deceased_person.date_of_death ?x .
what sort of cancer did <e> die of	ns:people.deceased_person.cause_of_death ?x .	ns:people.deceased_person.place_of_death ?x .
what sort of cancer did <e> die of	ns:people.deceased_person.cause_of_death ?x .	ns:people.person.gender ?x .
what sort of cancer did <e> die of	ns:people.deceased_person.cause_of_death ?x .	ns:people.person.nationality ?x .
what sort of cancer did <e> die of	ns:people.deceased_person.cause_of_death ?x .	ns:people.person.profession ?x .
who was the governor of <e> in 1996?	ns:government.governmental_jurisdiction.governing_officials ?y .?y ns:government.government_position_held.office_holder ?x .	ns:government.governmental_jurisdiction.government_bodies ?y .?y ns:government.governmental_body.members ?x .
who was the governor of <e> in 1996?	ns:government.governmental_jurisdiction.governing_officials ?y .?y ns:government.government_position_held.office_holder ?x .	ns:government.governmental_jurisdiction.government_bodies ?y .?y ns:government.governmental_body.body_this_is_a_component_of ?x .
who was the governor of <e> in 1996?	ns:government.governmental_jurisdiction.governing_officials ?y .?y ns:government.government_position_held.office_holder ?x .	ns:government.governmental_jurisdiction.government_bodies ?y .?y ns:government.governmental_body.jurisdiction ?x .
who was the governor of <e> in 1996?	ns:government.governmental_jurisdiction.governing_officials ?y .?y ns:government.government_position_held.office_holder ?x .	ns:government.governmental_jurisdiction.government_bodies ?y .?y ns:government.governmental_body.component_bodies ?x .
who was the governor of <e> in 1996?	ns:government.governmental_jurisdiction.governing_officials ?y .?y ns:government.government_position_held.office_holder ?x .	ns:government.governmental_jurisdiction.government_bodies ?y .?y ns:common.topic.notable_for ?x .
who was the governor of <e> in 1996?	ns:government.governmental_jurisdiction.governing_officials ?y .?y ns:government.government_position_held.office_holder ?x .	ns:government.political_district.representatives ?y .?y ns:government.government_position_held.office_holder ?x .
who was the governor of <e> in 1996?	ns:government.governmental_jurisdiction.governing_officials ?y .?y ns:government.government_position_held.office_holder ?x .	ns:government.political_district.representatives ?y .?y ns:government.government_position_held.governmental_body ?x .
who was the governor of <e> in 1996?	ns:government.governmental_jurisdiction.governing_officials ?y .?y ns:government.government_position_held.office_holder ?x .	ns:government.political_district.representatives ?y .?y ns:government.government_position_held.office_position_or_title ?x .
who was the governor of <e> in 1996?	ns:government.governmental_jurisdiction.governing_officials ?y .?y ns:government.government_position_held.office_holder ?x .	ns:government.political_district.representatives ?y .?y ns:government.government_position_held.jurisdiction_of_office ?x .
who was the governor of <e> in 1996?	ns:government.governmental_jurisdiction.governing_officials ?y .?y ns:government.government_position_held.office_holder ?x .	ns:government.political_district.representatives ?y .?y ns:government.government_position_held.basic_title ?x .
who was the governor of <e> in 1996?	ns:government.governmental_jurisdiction.governing_officials ?y .?y ns:government.government_position_held.office_holder ?x .	ns:government.governmental_jurisdiction.agencies ?y .?y ns:government.government_agency.jurisdiction ?x .
who was the governor of <e> in 1996?	ns:government.governmental_jurisdiction.governing_officials ?y .?y ns:government.government_position_held.office_holder ?x .	ns:government.governmental_jurisdiction.agencies ?y .?y ns:business.employer.employees ?x .
who was the governor of <e> in 1996?	ns:government.governmental_jurisdiction.governing_officials ?y .?y ns:government.government_position_held.office_holder ?x .	ns:government.governmental_jurisdiction.agencies ?y .?y ns:common.topic.notable_for ?x .
who was the governor of <e> in 1996?	ns:government.governmental_jurisdiction.governing_officials ?y .?y ns:government.government_position_held.office_holder ?x .	ns:government.governmental_jurisdiction.agencies ?y .?y ns:common.topic.notable_types ?x .
who was the governor of <e> in 1996?	ns:government.governmental_jurisdiction.governing_officials ?y .?y ns:government.government_position_held.office_holder ?x .	ns:government.governmental_jurisdiction.agencies ?y .?y ns:type.object.type ?x .
who was the governor of <e> in 1996?	ns:government.governmental_jurisdiction.governing_officials ?y .?y ns:government.government_position_held.office_holder ?x .	ns:government.governmental_jurisdiction.government_positions ?y .?y ns:government.government_office_or_title.office_holders ?x .
who was the governor of <e> in 1996?	ns:government.governmental_jurisdiction.governing_officials ?y .?y ns:government.government_position_held.office_holder ?x .	ns:government.governmental_jurisdiction.government_positions ?y .?y ns:government.government_office_or_title.jurisdiction ?x .
who was the governor of <e> in 1996?	ns:government.governmental_jurisdiction.governing_officials ?y .?y ns:government.government_position_held.office_holder ?x .	ns:government.governmental_jurisdiction.government_positions ?y .?y ns:government.government_office_or_title.category ?x .
who was the governor of <e> in 1996?	ns:government.governmental_jurisdiction.governing_officials ?y .?y ns:government.government_position_held.office_holder ?x .	ns:government.governmental_jurisdiction.government_positions ?y .?y ns:common.topic.notable_for ?x .
who was the governor of <e> in 1996?	ns:government.governmental_jurisdiction.governing_officials ?y .?y ns:government.government_position_held.office_holder ?x .	ns:government.governmental_jurisdiction.government_positions ?y .?y ns:common.topic.notable_types ?x .
who was the governor of <e> in 1996?	ns:government.governmental_jurisdiction.governing_officials ?y .?y ns:government.government_position_held.office_holder ?x .	ns:base.popstra.location.vacationers ?y .?y ns:base.popstra.vacation_choice.vacationer ?x .
who was the governor of <e> in 1996?	ns:government.governmental_jurisdiction.governing_officials ?y .?y ns:government.government_position_held.office_holder ?x .	ns:base.popstra.location.vacationers ?y .?y ns:type.object.type ?x .
who was the governor of <e> in 1996?	ns:government.governmental_jurisdiction.governing_officials ?y .?y ns:government.government_position_held.office_holder ?x .	ns:base.popstra.location.vacationers ?y .?y ns:base.popstra.vacation_choice.location ?x .
what did Abraham Lincoln do in the Civil War?	ns:people.person.employment_history ?y .?y ns:business.employment_tenure.title ?x .	ns:military.military_commander.military_commands ?y .?y ns:military.military_command.military_conflict ?x .
what did Abraham Lincoln do in the Civil War?	ns:people.person.employment_history ?y .?y ns:business.employment_tenure.title ?x .	ns:military.military_commander.military_commands ?y .?y ns:military.military_command.military_commander ?x .
what did Abraham Lincoln do in the Civil War?	ns:people.person.employment_history ?y .?y ns:business.employment_tenure.title ?x .	ns:military.military_commander.military_commands ?y .?y ns:military.military_command.military_combatant ?x .
what did Abraham Lincoln do in the Civil War?	ns:people.person.employment_history ?y .?y ns:business.employment_tenure.title ?x .	ns:military.military_commander.military_commands ?y .?y ns:type.object.type ?x .
what did Abraham Lincoln do in the Civil War?	ns:people.person.employment_history ?y .?y ns:business.employment_tenure.title ?x .	ns:military.military_person.participated_in_conflicts ?y .?y ns:military.military_conflict.military_personnel_involved ?x .
what did Abraham Lincoln do in the Civil War?	ns:people.person.employment_history ?y .?y ns:business.employment_tenure.title ?x .	ns:military.military_person.participated_in_conflicts ?y .?y ns:military.military_conflict.combatants ?x .
what did Abraham Lincoln do in the Civil War?	ns:people.person.employment_history ?y .?y ns:business.employment_tenure.title ?x .	ns:military.military_person.participated_in_conflicts ?y .?y ns:time.event.includes_event ?x .
what did Abraham Lincoln do in the Civil War?	ns:people.person.employment_history ?y .?y ns:business.employment_tenure.title ?x .	ns:military.military_person.participated_in_conflicts ?y .?y ns:base.culturalevent.event.entity_involved ?x .
what did Abraham Lincoln do in the Civil War?	ns:people.person.employment_history ?y .?y ns:business.employment_tenure.title ?x .	ns:military.military_person.participated_in_conflicts ?y .?y ns:military.military_conflict.commanders ?x .
what did Abraham Lincoln do in the Civil War?	ns:people.person.employment_history ?y .?y ns:business.employment_tenure.title ?x .	ns:military.military_person.service ?y .?y ns:military.military_service.military_person ?x .
what did Abraham Lincoln do in the Civil War?	ns:people.person.employment_history ?y .?y ns:business.employment_tenure.title ?x .	ns:military.military_person.service ?y .?y ns:military.military_service.military_force ?x .
what did Abraham Lincoln do in the Civil War?	ns:people.person.employment_history ?y .?y ns:business.employment_tenure.title ?x .	ns:military.military_person.service ?y .?y ns:military.military_service.rank ?x .
what did Abraham Lincoln do in the Civil War?	ns:people.person.employment_history ?y .?y ns:business.employment_tenure.title ?x .	ns:military.military_person.service ?y .?y ns:type.object.type ?x .
what did Abraham Lincoln do in the Civil War?	ns:people.person.employment_history ?y .?y ns:business.employment_tenure.title ?x .	ns:book.author.works_written ?y .?y ns:book.written_work.editor ?x .
what did Abraham Lincoln do in the Civil War?	ns:people.person.employment_history ?y .?y ns:business.employment_tenure.title ?x .	ns:book.author.works_written ?y .?y ns:base.documentaryeditions.documentary_edition.editing_project ?x .
what did Abraham Lincoln do in the Civil War?	ns:people.person.employment_history ?y .?y ns:business.employment_tenure.title ?x .	ns:book.author.works_written ?y .?y ns:book.book.editions ?x .
what did Abraham Lincoln do in the Civil War?	ns:people.person.employment_history ?y .?y ns:business.employment_tenure.title ?x .	ns:book.author.works_written ?y .?y ns:book.book.genre ?x .
what did Abraham Lincoln do in the Civil War?	ns:people.person.employment_history ?y .?y ns:business.employment_tenure.title ?x .	ns:book.author.works_written ?y .?y ns:book.written_work.author ?x .
what did Abraham Lincoln do in the Civil War?	ns:people.person.employment_history ?y .?y ns:business.employment_tenure.title ?x .	ns:government.politician.government_positions_held ?y .?y ns:government.government_position_held.to ?x .
what did Abraham Lincoln do in the Civil War?	ns:people.person.employment_history ?y .?y ns:business.employment_tenure.title ?x .	ns:government.politician.government_positions_held ?y .?y ns:government.government_position_held.office_position_or_title ?x .
what did Abraham Lincoln do in the Civil War?	ns:people.person.employment_history ?y .?y ns:business.employment_tenure.title ?x .	ns:government.politician.government_positions_held ?y .?y ns:government.government_position_held.basic_title ?x .
what did Abraham Lincoln do in the Civil War?	ns:people.person.employment_history ?y .?y ns:business.employment_tenure.title ?x .	ns:government.politician.government_positions_held ?y .?y ns:government.government_position_held.jurisdiction_of_office ?x .
what did Abraham Lincoln do in the Civil War?	ns:people.person.employment_history ?y .?y ns:business.employment_tenure.title ?x .	ns:government.politician.government_positions_held ?y .?y ns:government.government_position_held.district_represented ?x .
what is the name of the <e>?	ns:media_common.adapted_work.adaptations ?x .	ns:type.object.name ?x .
what is the name of the <e>?	ns:media_common.adapted_work.adaptations ?x .	ns:book.book.editions ?x .
what is the name of the <e>?	ns:media_common.adapted_work.adaptations ?x .	ns:book.book.characters ?x .
what is the name of the <e>?	ns:media_common.adapted_work.adaptations ?x .	ns:book.written_work.next_in_series ?x .
what is the name of the <e>?	ns:media_common.adapted_work.adaptations ?x .	ns:base.schemastaging.context_name.pronunciation ?x .
who was <e> of the us in 1971?	ns:government.government_office_or_title.office_holders ?y .?y ns:government.government_position_held.office_holder ?x .	ns:people.appointed_role.appointment ?y .?y ns:people.appointment.appointed_role ?x .
who was <e> of the us in 1971?	ns:government.government_office_or_title.office_holders ?y .?y ns:government.government_position_held.office_holder ?x .	ns:people.appointed_role.appointment ?y .?y ns:people.appointment.declared_on ?x .
who was <e> of the us in 1971?	ns:government.government_office_or_title.office_holders ?y .?y ns:government.government_position_held.office_holder ?x .	ns:people.appointed_role.appointment ?y .?y ns:type.object.type ?x .
who was <e> of the us in 1971?	ns:government.government_office_or_title.office_holders ?y .?y ns:government.government_position_held.office_holder ?x .	ns:government.government_office_or_title.jurisdiction ?y .?y ns:common.topic.notable_for ?x .
who was <e> of the us in 1971?	ns:government.government_office_or_title.office_holders ?y .?y ns:government.government_position_held.office_holder ?x .	ns:government.government_office_or_title.jurisdiction ?y .?y ns:sports.sport_country.athletic_performances ?x .
who was <e> of the us in 1971?	ns:government.government_office_or_title.office_holders ?y .?y ns:government.government_position_held.office_holder ?x .	ns:government.government_office_or_title.jurisdiction ?y .?y ns:common.topic.notable_types ?x .
who was <e> of the us in 1971?	ns:government.government_office_or_title.office_holders ?y .?y ns:government.government_position_held.office_holder ?x .	ns:government.government_office_or_title.jurisdiction ?y .?y ns:freebase.valuenotation.is_reviewed ?x .
who was <e> of the us in 1971?	ns:government.government_office_or_title.office_holders ?y .?y ns:government.government_position_held.office_holder ?x .	ns:government.government_office_or_title.jurisdiction ?y .?y ns:cvg.cvg_publisher.games_published ?x .
who was <e> of the us in 1971?	ns:government.government_office_or_title.office_holders ?y .?y ns:government.government_position_held.office_holder ?x .	ns:government.government_office_or_title.category ?y .?y ns:government.government_office_category.officeholders ?x .
who was <e> of the us in 1971?	ns:government.government_office_or_title.office_holders ?y .?y ns:government.government_position_held.office_holder ?x .	ns:government.government_office_or_title.category ?y .?y ns:organization.role.governors ?x .
who was <e> of the us in 1971?	ns:government.government_office_or_title.office_holders ?y .?y ns:government.government_position_held.office_holder ?x .	ns:government.government_office_or_title.category ?y .?y ns:organization.role.leaders ?x .
who was <e> of the us in 1971?	ns:government.government_office_or_title.office_holders ?y .?y ns:government.government_position_held.office_holder ?x .	ns:government.government_office_or_title.category ?y .?y ns:business.job_title.people_with_this_title ?x .
who was <e> of the us in 1971?	ns:government.government_office_or_title.office_holders ?y .?y ns:government.government_position_held.office_holder ?x .	ns:government.government_office_or_title.category ?y .?y ns:religion.religious_leadership_role.religious_titles ?x .
who was <e> of the us in 1971?	ns:government.government_office_or_title.office_holders ?y .?y ns:government.government_position_held.office_holder ?x .	ns:fictional_universe.character_occupation.characters_with_this_occupation ?y .?y ns:film.film_character.portrayed_in_films ?x .
who was <e> of the us in 1971?	ns:government.government_office_or_title.office_holders ?y .?y ns:government.government_position_held.office_holder ?x .	ns:fictional_universe.character_occupation.characters_with_this_occupation ?y .?y ns:tv.tv_character.appeared_in_tv_program ?x .
who was <e> of the us in 1971?	ns:government.government_office_or_title.office_holders ?y .?y ns:government.government_position_held.office_holder ?x .	ns:fictional_universe.character_occupation.characters_with_this_occupation ?y .?y ns:tv.tv_character.appeared_in_tv_episodes ?x .
who was <e> of the us in 1971?	ns:government.government_office_or_title.office_holders ?y .?y ns:government.government_position_held.office_holder ?x .	ns:fictional_universe.character_occupation.characters_with_this_occupation ?y .?y ns:fictional_universe.fictional_character.occupation ?x .
who was <e> of the us in 1971?	ns:government.government_office_or_title.office_holders ?y .?y ns:government.government_position_held.office_holder ?x .	ns:fictional_universe.character_occupation.characters_with_this_occupation ?y .?y ns:common.topic.notable_for ?x .
who was <e> of the us in 1971?	ns:government.government_office_or_title.office_holders ?y .?y ns:government.government_position_held.office_holder ?x .	ns:business.employer.employees ?y .?y ns:business.employment_tenure.person ?x .
who was <e> of the us in 1971?	ns:government.government_office_or_title.office_holders ?y .?y ns:government.government_position_held.office_holder ?x .	ns:business.employer.employees ?y .?y ns:business.employment_tenure.company ?x .
who was <e> of the us in 1971?	ns:government.government_office_or_title.office_holders ?y .?y ns:government.government_position_held.office_holder ?x .	ns:business.employer.employees ?y .?y ns:type.object.type ?x .
who was the editor of the movie <e>	ns:film.film.edited_by ?x .	ns:film.film.film_casting_director ?x .
who was the editor of the movie <e>	ns:film.film.edited_by ?x .	ns:film.film.directed_by ?x .
who was the editor of the movie <e>	ns:film.film.edited_by ?x .	ns:film.film.film_art_direction_by ?x .
who was the editor of the movie <e>	ns:film.film.edited_by ?x .	ns:film.film.written_by ?x .
who was the editor of the movie <e>	ns:film.film.edited_by ?x .	ns:film.film.produced_by ?x .
when did the <e> win their first championship?	ns:sports.sports_team.championships ?x .	ns:sports.sports_team.founded ?x .
when did the <e> win their first championship?	ns:sports.sports_team.championships ?x .	ns:sports.sports_team.league ?x .
when did the <e> win their first championship?	ns:sports.sports_team.championships ?x .	ns:sports.professional_sports_team.draft_picks ?x .
when did the <e> win their first championship?	ns:sports.sports_team.championships ?x .	ns:basketball.basketball_team.division ?x .
when did the <e> win their first championship?	ns:sports.sports_team.championships ?x .	ns:basketball.basketball_team.conference ?x .
who was the distributor of <e>	ns:film.film.production_companies ?x .	ns:film.film.distributors ?x .
who was the distributor of <e>	ns:film.film.production_companies ?x .	ns:film.film.produced_by ?x .
who was the distributor of <e>	ns:film.film.production_companies ?x .	ns:film.film.edited_by ?x .
who was the distributor of <e>	ns:film.film.production_companies ?x .	ns:film.film.written_by ?x .
who was the distributor of <e>	ns:film.film.production_companies ?x .	ns:film.film.directed_by ?x .
who is the <e> 2012?	ns:government.politician.party ?y .?y ns:government.political_party_tenure.politician ?x .	ns:common.topic.notable_for ?y .?y ns:common.notable_for.notable_object ?x .
who is the <e> 2012?	ns:government.politician.party ?y .?y ns:government.political_party_tenure.politician ?x .	ns:common.topic.notable_for ?y .?y ns:common.notable_for.object ?x .
who is the <e> 2012?	ns:government.politician.party ?y .?y ns:government.political_party_tenure.politician ?x .	ns:common.topic.notable_for ?y .?y ns:common.notable_for.display_name ?x .
who is the <e> 2012?	ns:government.politician.party ?y .?y ns:government.political_party_tenure.politician ?x .	ns:common.topic.notable_for ?y .?y ns:type.object.type ?x .
who is the <e> 2012?	ns:government.politician.party ?y .?y ns:government.political_party_tenure.politician ?x .	ns:common.topic.notable_types ?y .?y ns:freebase.type_profile.equivalent_topic ?x .
who is the <e> 2012?	ns:government.politician.party ?y .?y ns:government.political_party_tenure.politician ?x .	ns:common.topic.notable_types ?y .?y ns:common.topic.article ?x .
who is the <e> 2012?	ns:government.politician.party ?y .?y ns:government.political_party_tenure.politician ?x .	ns:common.topic.notable_types ?y .?y ns:common.topic.alias ?x .
who is the <e> 2012?	ns:government.politician.party ?y .?y ns:government.political_party_tenure.politician ?x .	ns:common.topic.notable_types ?y .?y ns:common.topic.description ?x .
who is the <e> 2012?	ns:government.politician.party ?y .?y ns:government.political_party_tenure.politician ?x .	ns:common.topic.notable_types ?y .?y ns:type.object.permission ?x .
who is the <e> 2012?	ns:government.politician.party ?y .?y ns:government.political_party_tenure.politician ?x .	ns:people.person.profession ?y .?y ns:common.topic.notable_for ?x .
who is the <e> 2012?	ns:government.politician.party ?y .?y ns:government.political_party_tenure.politician ?x .	ns:people.person.profession ?y .?y ns:people.profession.people_with_this_profession ?x .
who is the <e> 2012?	ns:government.politician.party ?y .?y ns:government.political_party_tenure.politician ?x .	ns:people.person.profession ?y .?y ns:common.topic.notable_types ?x .
who is the <e> 2012?	ns:government.politician.party ?y .?y ns:government.political_party_tenure.politician ?x .	ns:people.person.profession ?y .?y ns:fictional_universe.character_occupation.characters_with_this_occupation ?x .
who is the <e> 2012?	ns:government.politician.party ?y .?y ns:government.political_party_tenure.politician ?x .	ns:people.person.profession ?y .?y ns:common.topic.subject_of ?x .
who is the <e> 2012?	ns:government.politician.party ?y .?y ns:government.political_party_tenure.politician ?x .	ns:people.person.religion ?y .?y ns:religion.religion.deities ?x .
who is the <e> 2012?	ns:government.politician.party ?y .?y ns:government.political_party_tenure.politician ?x .	ns:people.person.religion ?y .?y ns:common.topic.notable_for ?x .
who is the <e> 2012?	ns:government.politician.party ?y .?y ns:government.political_party_tenure.politician ?x .	ns:people.person.religion ?y .?y ns:religion.religion.collective_term_for_adherents ?x .
who is the <e> 2012?	ns:government.politician.party ?y .?y ns:government.political_party_tenure.politician ?x .	ns:people.person.religion ?y .?y ns:common.topic.notable_types ?x .
who is the <e> 2012?	ns:government.politician.party ?y .?y ns:government.political_party_tenure.politician ?x .	ns:people.person.religion ?y .?y ns:base.popstra.religion.membership ?x .
who is the <e> 2012?	ns:government.politician.party ?y .?y ns:government.political_party_tenure.politician ?x .	ns:government.politician.government_positions_held ?y .?y ns:government.government_position_held.office_holder ?x .
who is the <e> 2012?	ns:government.politician.party ?y .?y ns:government.political_party_tenure.politician ?x .	ns:government.politician.government_positions_held ?y .?y ns:government.government_position_held.office_position_or_title ?x .
who is the <e> 2012?	ns:government.politician.party ?y .?y ns:government.political_party_tenure.politician ?x .	ns:government.politician.government_positions_held ?y .?y ns:government.government_position_held.governmental_body ?x .
who is the <e> 2012?	ns:government.politician.party ?y .?y ns:government.political_party_tenure.politician ?x .	ns:government.politician.government_positions_held ?y .?y ns:government.government_position_held.appointed_by ?x .
who is the <e> 2012?	ns:government.politician.party ?y .?y ns:government.political_party_tenure.politician ?x .	ns:government.politician.government_positions_held ?y .?y ns:government.government_position_held.basic_title ?x .
what timezone is <e> in right now?	ns:location.location.time_zones ?x .	ns:base.biblioness.bibs_location.country ?x .
what timezone is <e> in right now?	ns:location.location.time_zones ?x .	ns:location.administrative_division.country ?x .
what timezone is <e> in right now?	ns:location.location.time_zones ?x .	ns:location.dated_location.date_founded ?x .
what timezone is <e> in right now?	ns:location.location.time_zones ?x .	ns:base.aliens.ufo_sighting_location.ufo_sighting_s ?x .
what timezone is <e> in right now?	ns:location.location.time_zones ?x .	ns:base.schemastaging.context_name.nickname ?x .
