sent0	sent1	label
who did kat graham play in <e>?	ns:film.film.other_crew ?y .?y ns:film.film_crew_gig.film ?x .	0
who did kat graham play in <e>?	ns:film.film.other_crew ?y .?y ns:type.object.type ?x .	0
who did kat graham play in <e>?	ns:film.film.language ?y .?y ns:base.schemastaging.context_name.short_name ?x .	0
who did kat graham play in <e>?	ns:film.film.language ?y .?y ns:language.human_language.countries_spoken_in ?x .	0
who did kat graham play in <e>?	ns:film.film.language ?y .?y ns:fictional_universe.fictional_language.where_spoken ?x .	0
who did kat graham play in <e>?	ns:film.film.language ?y .?y ns:organization.organization_sector.organizations_in_this_sector ?x .	0
who did kat graham play in <e>?	ns:film.film.language ?y .?y ns:media_common.netflix_genre.titles ?x .	0
who did kat graham play in <e>?	ns:film.film.runtime ?y .?y ns:film.film_cut.runtime ?x .	0
who did kat graham play in <e>?	ns:film.film.runtime ?y .?y ns:film.film_cut.film ?x .	0
who did kat graham play in <e>?	ns:film.film.runtime ?y .?y ns:type.object.type ?x .	0
who did kat graham play in <e>?	ns:film.film.directed_by ?y .?y ns:film.producer.film ?x .	0
who did kat graham play in <e>?	ns:film.film.directed_by ?y .?y ns:people.person.parents ?x .	0
who did kat graham play in <e>?	ns:film.film.directed_by ?y .?y ns:people.person.children ?x .	0
who did kat graham play in <e>?	ns:film.film.directed_by ?y .?y ns:people.person.date_of_birth ?x .	0
who did kat graham play in <e>?	ns:film.film.directed_by ?y .?y ns:people.person.profession ?x .	0
who did kat graham play in <e>?	ns:film.film.story_by ?y .?y ns:people.person.parents ?x .	0
who did kat graham play in <e>?	ns:film.film.story_by ?y .?y ns:people.person.children ?x .	0
who did kat graham play in <e>?	ns:film.film.story_by ?y .?y ns:film.film_story_contributor.film_story_credits ?x .	0
who did kat graham play in <e>?	ns:film.film.story_by ?y .?y ns:people.person.date_of_birth ?x .	0
who did kat graham play in <e>?	ns:film.film.story_by ?y .?y ns:people.person.profession ?x .	0
when was the last dallas cowboys <e> win?	ns:time.recurring_event.instances ?x .	1
when was the last dallas cowboys <e> win?	ns:sports.sports_championship.events ?x .	0
when was the last dallas cowboys <e> win?	ns:sports.sports_championship.league ?x .	0
when was the last dallas cowboys <e> win?	ns:time.recurring_event.date_of_first_occurance ?x .	0
when was the last dallas cowboys <e> win?	ns:time.recurring_event.current_frequency ?x .	0
when was the last dallas cowboys <e> win?	ns:freebase.valuenotation.has_no_value ?x .	0
which president depicted on <e> was the son of thomas lincoln	ns:visual_art.artwork.art_subject ?x .	1
which president depicted on <e> was the son of thomas lincoln	ns:symbols.namesake.named_after ?x .	0
which president depicted on <e> was the son of thomas lincoln	ns:architecture.structure.opened ?x .	0
which president depicted on <e> was the son of thomas lincoln	ns:protected_sites.protected_site.annual_visitors ?x .	0
which president depicted on <e> was the son of thomas lincoln	ns:architecture.structure.construction_started ?x .	0
which president depicted on <e> was the son of thomas lincoln	ns:base.schemastaging.context_name.pronunciation ?x .	0
what three continents touch the <e>?	ns:location.location.adjoin_s ?y .?y ns:location.adjoining_relationship.adjoins ?x .	1
what three continents touch the <e>?	ns:geography.body_of_water.bridges ?y .?y ns:transportation.bridge.clearance_below ?x .	0
what three continents touch the <e>?	ns:geography.body_of_water.bridges ?y .?y ns:transportation.bridge.body_of_water_spanned ?x .	0
what three continents touch the <e>?	ns:geography.body_of_water.bridges ?y .?y ns:transportation.bridge.locale ?x .	0
what three continents touch the <e>?	ns:geography.body_of_water.bridges ?y .?y ns:transportation.bridge.longest_span ?x .	0
what three continents touch the <e>?	ns:geography.body_of_water.bridges ?y .?y ns:location.location.geolocation ?x .	0
what three continents touch the <e>?	ns:geography.body_of_water.islands ?y .?y ns:location.location.adjoin_s ?x .	0
what three continents touch the <e>?	ns:geography.body_of_water.islands ?y .?y ns:location.location.coterminous_with ?x .	0
what three continents touch the <e>?	ns:geography.body_of_water.islands ?y .?y ns:location.location.geometry ?x .	0
what three continents touch the <e>?	ns:geography.body_of_water.islands ?y .?y ns:dataworld.gardening_hint.split_to ?x .	0
what three continents touch the <e>?	ns:geography.body_of_water.islands ?y .?y ns:geography.mountain.elevation ?x .	0
what three continents touch the <e>?	ns:location.location.containedby ?y .?y ns:location.location.area ?x .	0
what three continents touch the <e>?	ns:location.location.containedby ?y .?y ns:location.location.contains ?x .	0
what three continents touch the <e>?	ns:location.location.containedby ?y .?y ns:location.location.events ?x .	0
what three continents touch the <e>?	ns:location.location.containedby ?y .?y ns:common.topic.notable_types ?x .	0
what three continents touch the <e>?	ns:location.location.containedby ?y .?y ns:type.object.type ?x .	0
what three continents touch the <e>?	ns:location.location.geolocation ?y .?y ns:location.geocode.latitude ?x .	0
what three continents touch the <e>?	ns:location.location.geolocation ?y .?y ns:location.geocode.longitude ?x .	0
what three continents touch the <e>?	ns:location.location.geolocation ?y .?y ns:type.object.type ?x .	0
where did <e> go to high school?	ns:people.person.education ?y .?y ns:education.education.institution ?x .	1
where did <e> go to high school?	ns:people.person.employment_history ?y .?y ns:business.employment_tenure.from ?x .	0
where did <e> go to high school?	ns:people.person.employment_history ?y .?y ns:business.employment_tenure.company ?x .	0
where did <e> go to high school?	ns:people.person.employment_history ?y .?y ns:type.object.type ?x .	0
where did <e> go to high school?	ns:people.person.employment_history ?y .?y ns:business.employment_tenure.to ?x .	0
where did <e> go to high school?	ns:people.person.employment_history ?y .?y ns:business.employment_tenure.person ?x .	0
where did <e> go to high school?	ns:people.person.place_of_birth ?y .?y ns:location.location.containedby ?x .	0
where did <e> go to high school?	ns:people.person.place_of_birth ?y .?y ns:type.object.type ?x .	0
where did <e> go to high school?	ns:people.person.place_of_birth ?y .?y ns:location.location.people_born_here ?x .	0
where did <e> go to high school?	ns:people.person.place_of_birth ?y .?y ns:type.object.name ?x .	0
where did <e> go to high school?	ns:people.person.place_of_birth ?y .?y ns:kg.object_profile.prominent_type ?x .	0
where did <e> go to high school?	ns:people.person.places_lived ?y .?y ns:people.place_lived.location ?x .	0
where did <e> go to high school?	ns:people.person.places_lived ?y .?y ns:type.object.type ?x .	0
where did <e> go to high school?	ns:people.person.places_lived ?y .?y ns:people.place_lived.person ?x .	0
where did <e> go to high school?	ns:people.person.parents ?y .?y ns:people.person.place_of_birth ?x .	0
where did <e> go to high school?	ns:people.person.parents ?y .?y ns:people.person.parents ?x .	0
where did <e> go to high school?	ns:people.person.parents ?y .?y ns:type.object.type ?x .	0
where did <e> go to high school?	ns:people.person.parents ?y .?y ns:people.person.profession ?x .	0
where did <e> go to high school?	ns:people.person.parents ?y .?y ns:people.person.date_of_birth ?x .	0
where did <e> go to high school?	ns:education.academic.advisees ?y .?y ns:people.person.education ?x .	0
where did <e> go to high school?	ns:education.academic.advisees ?y .?y ns:people.person.employment_history ?x .	0
where did <e> go to high school?	ns:education.academic.advisees ?y .?y ns:people.person.place_of_birth ?x .	0
where did <e> go to high school?	ns:education.academic.advisees ?y .?y ns:people.person.places_lived ?x .	0
where did <e> go to high school?	ns:education.academic.advisees ?y .?y ns:people.person.parents ?x .	0
who won the governor election in <e>?	ns:government.governmental_jurisdiction.governing_officials ?y .?y ns:government.government_position_held.office_holder ?x .	1
who won the governor election in <e>?	ns:government.governmental_jurisdiction.government ?y .?y ns:government.government.government_for ?x .	0
who won the governor election in <e>?	ns:government.governmental_jurisdiction.government ?y .?y ns:type.object.type ?x .	0
who won the governor election in <e>?	ns:government.governmental_jurisdiction.government ?y .?y ns:common.topic.notable_types ?x .	0
who won the governor election in <e>?	ns:government.governmental_jurisdiction.government ?y .?y ns:common.topic.notable_for ?x .	0
who won the governor election in <e>?	ns:government.governmental_jurisdiction.government ?y .?y ns:kg.object_profile.prominent_type ?x .	0
who won the governor election in <e>?	ns:government.governmental_jurisdiction.government_bodies ?y .?y ns:government.government_office_or_title.office_holders ?x .	0
who won the governor election in <e>?	ns:government.governmental_jurisdiction.government_bodies ?y .?y ns:government.governmental_body.members ?x .	0
who won the governor election in <e>?	ns:government.governmental_jurisdiction.government_bodies ?y .?y ns:government.governmental_body.sessions ?x .	0
who won the governor election in <e>?	ns:government.governmental_jurisdiction.government_bodies ?y .?y ns:government.governmental_body.jurisdiction ?x .	0
who won the governor election in <e>?	ns:government.governmental_jurisdiction.government_bodies ?y .?y ns:government.governmental_body.body_this_is_a_component_of ?x .	0
who won the governor election in <e>?	ns:base.popstra.party.celebrities ?y .?y ns:base.popstra.party_attendance_person.person ?x .	0
who won the governor election in <e>?	ns:base.popstra.party.celebrities ?y .?y ns:type.object.type ?x .	0
who won the governor election in <e>?	ns:base.popstra.party.celebrities ?y .?y ns:base.popstra.party_attendance_person.party ?x .	0
who won the governor election in <e>?	ns:government.governmental_jurisdiction.agencies ?y .?y ns:government.government_agency.jurisdiction ?x .	0
who won the governor election in <e>?	ns:government.governmental_jurisdiction.agencies ?y .?y ns:type.object.type ?x .	0
who won the governor election in <e>?	ns:government.governmental_jurisdiction.agencies ?y .?y ns:common.topic.notable_types ?x .	0
who won the governor election in <e>?	ns:government.governmental_jurisdiction.agencies ?y .?y ns:common.topic.notable_for ?x .	0
who won the governor election in <e>?	ns:government.governmental_jurisdiction.agencies ?y .?y ns:kg.object_profile.prominent_type ?x .	0
who won the governor election in <e>?	ns:location.country.form_of_government ?y .?y ns:user.avh.default_domain.ellerdale_topic.ellerdale_id ?x .	0
who won the governor election in <e>?	ns:location.country.form_of_government ?y .?y ns:government.form_of_government.countries ?x .	0
who won the governor election in <e>?	ns:location.country.form_of_government ?y .?y ns:type.object.type ?x .	0
who won the governor election in <e>?	ns:location.country.form_of_government ?y .?y ns:common.topic.notable_types ?x .	0
who won the governor election in <e>?	ns:location.country.form_of_government ?y .?y ns:common.topic.notable_for ?x .	0
what team does <e> play for now?	ns:sports.pro_athlete.teams ?y .?y ns:sports.sports_team_roster.team ?x .	1
what team does <e> play for now?	ns:base.schemastaging.athlete_extra.salary ?y .?y ns:base.schemastaging.athlete_salary.team ?x .	0
what team does <e> play for now?	ns:base.schemastaging.athlete_extra.salary ?y .?y ns:base.schemastaging.athlete_salary.salary ?x .	0
what team does <e> play for now?	ns:base.schemastaging.athlete_extra.salary ?y .?y ns:base.schemastaging.athlete_salary.athlete ?x .	0
what team does <e> play for now?	ns:base.schemastaging.athlete_extra.salary ?y .?y ns:base.schemastaging.athlete_salary.date ?x .	0
what team does <e> play for now?	ns:base.schemastaging.athlete_extra.salary ?y .?y ns:base.schemastaging.athlete_salary.currency ?x .	0
what team does <e> play for now?	ns:basketball.basketball_player.player_statistics ?y .?y ns:basketball.basketball_player_stats.team ?x .	0
what team does <e> play for now?	ns:basketball.basketball_player.player_statistics ?y .?y ns:basketball.basketball_player_stats.games ?x .	0
what team does <e> play for now?	ns:basketball.basketball_player.player_statistics ?y .?y ns:basketball.basketball_player_stats.player ?x .	0
what team does <e> play for now?	ns:basketball.basketball_player.player_statistics ?y .?y ns:basketball.basketball_player_stats.ftm ?x .	0
what team does <e> play for now?	ns:basketball.basketball_player.player_statistics ?y .?y ns:basketball.basketball_player_stats.fta ?x .	0
what team does <e> play for now?	ns:sports.pro_athlete.sports_played_professionally ?y .?y ns:sports.pro_sports_played.athlete ?x .	0
what team does <e> play for now?	ns:sports.pro_athlete.sports_played_professionally ?y .?y ns:sports.pro_sports_played.sport ?x .	0
what team does <e> play for now?	ns:sports.pro_athlete.sports_played_professionally ?y .?y ns:sports.pro_sports_played.career_start ?x .	0
what team does <e> play for now?	ns:sports.pro_athlete.sports_played_professionally ?y .?y ns:type.object.type ?x .	0
what team does <e> play for now?	ns:sports.sports_award_winner.awards ?y .?y ns:sports.sports_award.team ?x .	0
what team does <e> play for now?	ns:sports.sports_award_winner.awards ?y .?y ns:sports.sports_award.award_winner ?x .	0
what team does <e> play for now?	ns:sports.sports_award_winner.awards ?y .?y ns:sports.sports_award.award ?x .	0
what team does <e> play for now?	ns:sports.sports_award_winner.awards ?y .?y ns:sports.sports_award.season ?x .	0
what team does <e> play for now?	ns:sports.sports_award_winner.awards ?y .?y ns:type.object.type ?x .	0
what teams did <e> play for in the nba?	ns:sports.pro_athlete.teams ?y .?y ns:sports.sports_team_roster.team ?x .	1
what teams did <e> play for in the nba?	ns:basketball.basketball_coach.team ?y .?y ns:basketball.basketball_team.conference ?x .	0
what teams did <e> play for in the nba?	ns:basketball.basketball_coach.team ?y .?y ns:sports.sports_team.location ?x .	0
what teams did <e> play for in the nba?	ns:basketball.basketball_coach.team ?y .?y ns:sports.sports_team.sport ?x .	0
what teams did <e> play for in the nba?	ns:basketball.basketball_coach.team ?y .?y ns:basketball.basketball_team.previous_coaches ?x .	0
what teams did <e> play for in the nba?	ns:basketball.basketball_coach.team ?y .?y ns:sports.sports_team.roster ?x .	0
what teams did <e> play for in the nba?	ns:basketball.basketball_player.player_statistics ?y .?y ns:basketball.basketball_player_stats.team ?x .	0
what teams did <e> play for in the nba?	ns:basketball.basketball_player.player_statistics ?y .?y ns:basketball.basketball_player_stats.games ?x .	0
what teams did <e> play for in the nba?	ns:basketball.basketball_player.player_statistics ?y .?y ns:basketball.basketball_player_stats.season ?x .	0
what teams did <e> play for in the nba?	ns:basketball.basketball_player.player_statistics ?y .?y ns:basketball.basketball_player_stats.ftm ?x .	0
what teams did <e> play for in the nba?	ns:basketball.basketball_player.player_statistics ?y .?y ns:basketball.basketball_player_stats.fta ?x .	0
what teams did <e> play for in the nba?	ns:base.schemastaging.athlete_extra.salary ?y .?y ns:base.schemastaging.athlete_salary.team ?x .	0
what teams did <e> play for in the nba?	ns:base.schemastaging.athlete_extra.salary ?y .?y ns:base.schemastaging.athlete_salary.salary ?x .	0
what teams did <e> play for in the nba?	ns:base.schemastaging.athlete_extra.salary ?y .?y ns:base.schemastaging.athlete_salary.athlete ?x .	0
what teams did <e> play for in the nba?	ns:base.schemastaging.athlete_extra.salary ?y .?y ns:base.schemastaging.athlete_salary.date ?x .	0
what teams did <e> play for in the nba?	ns:base.schemastaging.athlete_extra.salary ?y .?y ns:type.object.type ?x .	0
what teams did <e> play for in the nba?	ns:sports.pro_athlete.sports_played_professionally ?y .?y ns:sports.pro_sports_played.athlete ?x .	0
what teams did <e> play for in the nba?	ns:sports.pro_athlete.sports_played_professionally ?y .?y ns:sports.pro_sports_played.sport ?x .	0
what teams did <e> play for in the nba?	ns:sports.pro_athlete.sports_played_professionally ?y .?y ns:sports.pro_sports_played.career_start ?x .	0
what teams did <e> play for in the nba?	ns:sports.pro_athlete.sports_played_professionally ?y .?y ns:type.object.type ?x .	0
what teams did <e> play for in the nba?	ns:basketball.basketball_player.career_averages ?y .?y ns:basketball.basketball_player_career_stats.player ?x .	0
what teams did <e> play for in the nba?	ns:basketball.basketball_player.career_averages ?y .?y ns:basketball.basketball_player_career_stats.average_points ?x .	0
what teams did <e> play for in the nba?	ns:basketball.basketball_player.career_averages ?y .?y ns:basketball.basketball_player_career_stats.assists1 ?x .	0
what teams did <e> play for in the nba?	ns:basketball.basketball_player.career_averages ?y .?y ns:basketball.basketball_player_career_stats.field_goal_percentage ?x .	0
what teams did <e> play for in the nba?	ns:basketball.basketball_player.career_averages ?y .?y ns:basketball.basketball_player_career_stats.rebounds1 ?x .	0
who are the 9 justices of the <e> in 2011?	ns:law.court.judges ?y .?y ns:law.judicial_tenure.judge ?x .	1
who are the 9 justices of the <e> in 2011?	ns:user.rca.default_domain.court.decision ?y .?y ns:user.rca.default_domain.us_court_decision.court ?x .	0
who are the 9 justices of the <e> in 2011?	ns:user.rca.default_domain.court.decision ?y .?y ns:user.rca.default_domain.us_court_decision.argued ?x .	0
who are the 9 justices of the <e> in 2011?	ns:user.rca.default_domain.court.decision ?y .?y ns:user.rca.default_domain.us_court_decision.decided ?x .	0
who are the 9 justices of the <e> in 2011?	ns:user.rca.default_domain.court.decision ?y .?y ns:law.legal_case.court ?x .	0
who are the 9 justices of the <e> in 2011?	ns:user.rca.default_domain.court.decision ?y .?y ns:user.rca.default_domain.us_court_decision.citation ?x .	0
who are the 9 justices of the <e> in 2011?	ns:law.court.legal_cases ?y .?y ns:law.legal_case.judges ?x .	0
who are the 9 justices of the <e> in 2011?	ns:law.court.legal_cases ?y .?y ns:user.rca.default_domain.us_court_decision.court ?x .	0
who are the 9 justices of the <e> in 2011?	ns:law.court.legal_cases ?y .?y ns:user.rca.default_domain.us_court_decision.argued ?x .	0
who are the 9 justices of the <e> in 2011?	ns:law.court.legal_cases ?y .?y ns:user.rca.default_domain.us_court_decision.decided ?x .	0
who are the 9 justices of the <e> in 2011?	ns:law.court.legal_cases ?y .?y ns:law.legal_case.court ?x .	0
who are the 9 justices of the <e> in 2011?	ns:government.governmental_body.offices_positions ?y .?y ns:law.judicial_title.judges ?x .	0
who are the 9 justices of the <e> in 2011?	ns:government.governmental_body.offices_positions ?y .?y ns:people.appointed_role.appointment ?x .	0
who are the 9 justices of the <e> in 2011?	ns:government.governmental_body.offices_positions ?y .?y ns:government.government_office_or_title.governmental_body_if_any ?x .	0
who are the 9 justices of the <e> in 2011?	ns:government.governmental_body.offices_positions ?y .?y ns:base.schemastaging.context_name.pronunciation ?x .	0
who are the 9 justices of the <e> in 2011?	ns:government.governmental_body.offices_positions ?y .?y ns:common.topic.notable_for ?x .	0
who are the 9 justices of the <e> in 2011?	ns:law.court.inferior_courts ?y .?y ns:law.court.judges ?x .	0
who are the 9 justices of the <e> in 2011?	ns:law.court.inferior_courts ?y .?y ns:law.court.superior_courts ?x .	0
who are the 9 justices of the <e> in 2011?	ns:law.court.inferior_courts ?y .?y ns:government.governmental_body.members ?x .	0
who are the 9 justices of the <e> in 2011?	ns:law.court.inferior_courts ?y .?y ns:law.court.legal_cases ?x .	0
who are the 9 justices of the <e> in 2011?	ns:law.court.inferior_courts ?y .?y ns:government.governmental_body.offices_positions ?x .	0
who was <e> in soul surfer?	ns:film.actor.film ?y .?y ns:film.performance.character ?x .	1
who was <e> in soul surfer?	ns:film.person_or_entity_appearing_in_film.films ?y .?y ns:film.personal_film_appearance.film ?x .	0
who was <e> in soul surfer?	ns:film.person_or_entity_appearing_in_film.films ?y .?y ns:film.personal_film_appearance.person ?x .	0
who was <e> in soul surfer?	ns:film.person_or_entity_appearing_in_film.films ?y .?y ns:film.personal_film_appearance.type_of_appearance ?x .	0
who was <e> in soul surfer?	ns:film.person_or_entity_appearing_in_film.films ?y .?y ns:type.object.type ?x .	0
who was <e> in soul surfer?	ns:tv.tv_actor.starring_roles ?y .?y ns:tv.regular_tv_appearance.character ?x .	0
who was <e> in soul surfer?	ns:tv.tv_actor.starring_roles ?y .?y ns:tv.regular_tv_appearance.series ?x .	0
who was <e> in soul surfer?	ns:tv.tv_actor.starring_roles ?y .?y ns:tv.regular_tv_appearance.seasons ?x .	0
who was <e> in soul surfer?	ns:tv.tv_actor.starring_roles ?y .?y ns:tv.regular_tv_appearance.actor ?x .	0
who was <e> in soul surfer?	ns:tv.tv_actor.starring_roles ?y .?y ns:type.object.type ?x .	0
who was <e> in soul surfer?	ns:people.person.profession ?y .?y ns:fictional_universe.character_occupation.characters_with_this_occupation ?x .	0
who was <e> in soul surfer?	ns:people.person.profession ?y .?y ns:people.profession.people_with_this_profession ?x .	0
who was <e> in soul surfer?	ns:people.person.profession ?y .?y ns:base.descriptive_names.names.descriptive_name ?x .	0
who was <e> in soul surfer?	ns:people.person.profession ?y .?y ns:common.topic.notable_for ?x .	0
who was <e> in soul surfer?	ns:people.person.profession ?y .?y ns:common.topic.alias ?x .	0
who was <e> in soul surfer?	ns:film.film_subject.films ?y .?y ns:film.film.subjects ?x .	0
who was <e> in soul surfer?	ns:film.film_subject.films ?y .?y ns:film.film.genre ?x .	0
who was <e> in soul surfer?	ns:film.film_subject.films ?y .?y ns:film.film.initial_release_date ?x .	0
who was <e> in soul surfer?	ns:film.film_subject.films ?y .?y ns:type.object.name ?x .	0
who was <e> in soul surfer?	ns:film.film_subject.films ?y .?y ns:common.topic.description ?x .	0
who founded the <e> afl in 1886?	ns:organization.organization.founders ?x .	1
who founded the <e> afl in 1886?	ns:organization.organization.date_founded ?x .	0
who founded the <e> afl in 1886?	ns:common.topic.notable_types ?x .	0
who founded the <e> afl in 1886?	ns:organization.organization.geographic_scope ?x .	0
who founded the <e> afl in 1886?	ns:common.topic.notable_for ?x .	0
who founded the <e> afl in 1886?	ns:type.object.type ?x .	0
what countries were occupied by Germany in world war 2?	ns:location.location.adjoin_s ?y .?y ns:location.adjoining_relationship.adjoins ?x .	1
what countries were occupied by Germany in world war 2?	ns:military.military_combatant.casualties ?y .?y ns:military.casualties.combatant ?x .	0
what countries were occupied by Germany in world war 2?	ns:military.military_combatant.casualties ?y .?y ns:military.casualties.military_conflict ?x .	0
what countries were occupied by Germany in world war 2?	ns:military.military_combatant.casualties ?y .?y ns:military.casualties.type_of_casualties ?x .	0
what countries were occupied by Germany in world war 2?	ns:military.military_combatant.casualties ?y .?y ns:military.casualties.lower_estimate ?x .	0
what countries were occupied by Germany in world war 2?	ns:military.military_combatant.casualties ?y .?y ns:type.object.type ?x .	0
what countries were occupied by Germany in world war 2?	ns:military.military_combatant.military_commanders ?y .?y ns:military.military_command.military_conflict ?x .	0
what countries were occupied by Germany in world war 2?	ns:military.military_combatant.military_commanders ?y .?y ns:military.military_command.military_commander ?x .	0
what countries were occupied by Germany in world war 2?	ns:military.military_combatant.military_commanders ?y .?y ns:military.military_command.military_combatant ?x .	0
what countries were occupied by Germany in world war 2?	ns:military.military_combatant.military_commanders ?y .?y ns:type.object.type ?x .	0
what countries were occupied by Germany in world war 2?	ns:military.military_combatant.force_deployments ?y .?y ns:military.force_strength.military_conflict ?x .	0
what countries were occupied by Germany in world war 2?	ns:military.military_combatant.force_deployments ?y .?y ns:military.force_strength.combatant ?x .	0
what countries were occupied by Germany in world war 2?	ns:military.military_combatant.force_deployments ?y .?y ns:military.force_strength.force_size ?x .	0
what countries were occupied by Germany in world war 2?	ns:military.military_combatant.force_deployments ?y .?y ns:type.object.type ?x .	0
what countries were occupied by Germany in world war 2?	ns:military.military_combatant.military_conflicts ?y .?y ns:military.military_combatant_group.combatants ?x .	0
what countries were occupied by Germany in world war 2?	ns:military.military_combatant.military_conflicts ?y .?y ns:military.military_combatant_group.conflict ?x .	0
what countries were occupied by Germany in world war 2?	ns:military.military_combatant.military_conflicts ?y .?y ns:type.object.type ?x .	0
what countries were occupied by Germany in world war 2?	ns:military.military_post.people_posted_here ?y .?y ns:military.military_posting.post ?x .	0
what countries were occupied by Germany in world war 2?	ns:military.military_post.people_posted_here ?y .?y ns:military.military_posting.person ?x .	0
what countries were occupied by Germany in world war 2?	ns:military.military_post.people_posted_here ?y .?y ns:type.object.type ?x .	0
who was the distributor of <e>	ns:film.film.production_companies ?x .	1
who was the distributor of <e>	ns:film.film.distributors ?x .	0
who was the distributor of <e>	ns:film.film.produced_by ?x .	0
who was the distributor of <e>	ns:film.film.edited_by ?x .	0
who was the distributor of <e>	ns:film.film.written_by ?x .	0
who was the distributor of <e>	ns:film.film.directed_by ?x .	0
who is anne of <e>?	ns:film.film.starring ?y .?y ns:film.performance.actor ?x .	1
who is anne of <e>?	ns:film.film.other_crew ?y .?y ns:film.film_crew_gig.crewmember ?x .	0
who is anne of <e>?	ns:film.film.other_crew ?y .?y ns:film.film_crew_gig.film_crew_role ?x .	0
who is anne of <e>?	ns:film.film.other_crew ?y .?y ns:type.object.type ?x .	0
who is anne of <e>?	ns:film.film.other_crew ?y .?y ns:film.film_crew_gig.film ?x .	0
who is anne of <e>?	ns:film.film.music ?y .?y ns:people.person.spouse_s ?x .	0
who is anne of <e>?	ns:film.film.music ?y .?y ns:people.person.profession ?x .	0
who is anne of <e>?	ns:film.film.music ?y .?y ns:people.person.children ?x .	0
who is anne of <e>?	ns:film.film.music ?y .?y ns:music.group_member.artists_supported ?x .	0
who is anne of <e>?	ns:film.film.music ?y .?y ns:music.group_member.membership ?x .	0
who is anne of <e>?	ns:film.film.soundtrack ?y .?y ns:common.topic.notable_for ?x .	0
who is anne of <e>?	ns:film.film.soundtrack ?y .?y ns:music.album.artist ?x .	0
who is anne of <e>?	ns:film.film.soundtrack ?y .?y ns:common.topic.notable_types ?x .	0
who is anne of <e>?	ns:film.film.soundtrack ?y .?y ns:music.album.release_type ?x .	0
who is anne of <e>?	ns:film.film.soundtrack ?y .?y ns:type.object.name ?x .	0
who is anne of <e>?	ns:common.topic.notable_for ?y .?y ns:common.notable_for.notable_object ?x .	0
who is anne of <e>?	ns:common.topic.notable_for ?y .?y ns:common.notable_for.display_name ?x .	0
who is anne of <e>?	ns:common.topic.notable_for ?y .?y ns:common.notable_for.object ?x .	0
who is anne of <e>?	ns:common.topic.notable_for ?y .?y ns:type.object.type ?x .	0
who does <e> work for now?	ns:people.person.employment_history ?y .?y ns:business.employment_tenure.company ?x .	1
who does <e> work for now?	ns:people.person.profession ?y .?y ns:people.profession.people_with_this_profession ?x .	0
who does <e> work for now?	ns:people.person.profession ?y .?y ns:fictional_universe.character_occupation.characters_with_this_occupation ?x .	0
who does <e> work for now?	ns:people.person.profession ?y .?y ns:kg.object_profile.prominent_type ?x .	0
who does <e> work for now?	ns:people.person.profession ?y .?y ns:base.descriptive_names.names.descriptive_name ?x .	0
who does <e> work for now?	ns:people.person.profession ?y .?y ns:common.topic.notable_types ?x .	0
who does <e> work for now?	ns:people.person.places_lived ?y .?y ns:people.place_lived.person ?x .	0
who does <e> work for now?	ns:people.person.places_lived ?y .?y ns:people.place_lived.location ?x .	0
who does <e> work for now?	ns:people.person.places_lived ?y .?y ns:type.object.type ?x .	0
who does <e> work for now?	ns:sports.pro_athlete.sports_played_professionally ?y .?y ns:sports.pro_sports_played.athlete ?x .	0
who does <e> work for now?	ns:sports.pro_athlete.sports_played_professionally ?y .?y ns:sports.pro_sports_played.sport ?x .	0
who does <e> work for now?	ns:sports.pro_athlete.sports_played_professionally ?y .?y ns:type.object.type ?x .	0
who does <e> work for now?	ns:baseball.baseball_player.position_s ?y .?y ns:sports.sports_position.sport ?x .	0
who does <e> work for now?	ns:baseball.baseball_player.position_s ?y .?y ns:base.schemastaging.context_name.pronunciation ?x .	0
who does <e> work for now?	ns:baseball.baseball_player.position_s ?y .?y ns:sports.sports_position.players ?x .	0
who does <e> work for now?	ns:baseball.baseball_player.position_s ?y .?y ns:baseball.baseball_position.players ?x .	0
who does <e> work for now?	ns:baseball.baseball_player.position_s ?y .?y ns:type.object.type ?x .	0
who does <e> work for now?	ns:people.person.education ?y .?y ns:education.education.student ?x .	0
who does <e> work for now?	ns:people.person.education ?y .?y ns:education.education.institution ?x .	0
who does <e> work for now?	ns:people.person.education ?y .?y ns:type.object.type ?x .	0
who plays faramir in <e>?	ns:film.film.starring ?y .?y ns:film.performance.actor ?x .	1
who plays faramir in <e>?	ns:film.film.other_crew ?y .?y ns:film.film_crew_gig.crewmember ?x .	0
who plays faramir in <e>?	ns:film.film.other_crew ?y .?y ns:film.film_crew_gig.film_crew_role ?x .	0
who plays faramir in <e>?	ns:film.film.other_crew ?y .?y ns:film.film_crew_gig.film ?x .	0
who plays faramir in <e>?	ns:film.film.other_crew ?y .?y ns:type.object.type ?x .	0
who plays faramir in <e>?	ns:film.film.runtime ?y .?y ns:film.film_cut.runtime ?x .	0
who plays faramir in <e>?	ns:film.film.runtime ?y .?y ns:film.film_cut.note ?x .	0
who plays faramir in <e>?	ns:film.film.runtime ?y .?y ns:film.film_cut.film ?x .	0
who plays faramir in <e>?	ns:film.film.runtime ?y .?y ns:type.object.type ?x .	0
who plays faramir in <e>?	ns:film.film.sequel ?y .?y ns:film.film.starring ?x .	0
who plays faramir in <e>?	ns:film.film.sequel ?y .?y ns:film.film.traileraddict_id ?x .	0
who plays faramir in <e>?	ns:film.film.sequel ?y .?y ns:film.film.other_crew ?x .	0
